Excel Name,Excel Affiliation,Excel Country,Candidate ORCID,API Name,API Affiliation,API Country,Name Score,Affiliation Score,Country Match,Overall Score,Recommendation,Sources
Fabrizio Raeli,Politecnico Milano,Italy (IT),0000-0002-6270-2177,Cristina Serazio,"Department of Environment, Land and Infrastructure Engineering (DIATI), Politecnico di Torino, Corso Duca Degli Abruzzi 24, 10129 Torino, Italy",,46.7,77.8,No,45.9,NO_MATCH,Crossref
Fabrizio Raeli,Politecnico Milano,Italy (IT),0000-0003-3012-8059,Luciano Scaltrito,"Department of Applied Science and Technology (DISAT), Politecnico di Torino, Corso Duca Degli Abruzzi 24, 10129 Torino, Italy",,38.7,77.8,No,42.7,NO_MATCH,Crossref
Fabrizio Raeli,Politecnico Milano,Italy (IT),0000-0002-1187-9052,Francesca Verga,"Department of Environment, Land and Infrastructure Engineering (DIATI), Politecnico di Torino, Corso Duca Degli Abruzzi 24, 10129 Torino, Italy",,34.5,77.8,No,41.0,NO_MATCH,Crossref
Fabrizio Raeli,Politecnico Milano,Italy (IT),0000-0002-2752-9428,Christoforos Benetatos,"Department of Environment, Land and Infrastructure Engineering (DIATI), Politecnico di Torino, Corso Duca Degli Abruzzi 24, 10129 Torino, Italy",,27.8,77.8,No,38.3,NO_MATCH,Crossref
Fabrizio Raeli,Politecnico Milano,Italy (IT),0009-0001-2167-7366,Giorgio Giglio,"DREAM s.r.l., Via Asinari di Bernezzo 67, 10146 Torino, Italy",,42.9,46.7,No,33.5,NO_MATCH,Crossref
Giorgio Pietro Frigerio,Politecnico di Milano,Italy (IT),0000-0003-2963-2143,Giorgio Di Pietro,"European Commission- Joint Research Centre, Edificio Expo, Calle Inca Garcilaso, 3, 41092 Seville, Spain",,80.0,42.9,No,47.0,NO_MATCH,Crossref
Matteo Ghesini,Politecnico di Milano,Italy (IT),0000-0002-0517-796X,Michele Azzone,Department of Mathematics Politecnico di Milano  Milano Italy,,28.6,100.0,No,46.4,NO_MATCH,Crossref
Matteo Ghesini,Politecnico di Milano,Italy (IT),0000-0003-4910-3580,Davide Stocco,"CREST, ENSAE, Institut Polytechnique de Paris  Palaiseau France",,29.6,57.1,No,31.9,NO_MATCH,Crossref
Matteo Ghesini,Politecnico di Milano,Italy (IT),0000-0002-3078-4964,Silvia Ghesini,,,64.3,0,No,25.7,NO_MATCH,Crossref
Matteo Ghesini,Politecnico di Milano,Italy (IT),0000-0002-1015-7349,Mario Marini,,,53.8,0,No,21.5,NO_MATCH,Crossref
Matteo Ghesini,Politecnico di Milano,Italy (IT),0000-0002-5276-4649,Serena Magagnoli,,,33.3,0,No,13.3,NO_MATCH,Crossref
Samuele D'Elia,Politecnico di Milano,Italy (IT),0000-0003-0792-0478,Samuele Marinello,En&amp;Tech Interdepartmental Center of the University of Modena and Reggio Emilia  Reggio Emilia Italy,,64.5,47.6,No,42.5,NO_MATCH,Crossref
Samuele D'Elia,Politecnico di Milano,Italy (IT),0000-0002-8377-0902,Elia Balugani,Department of Sciences and Methods for Engineering University of Modena and Reggio Emilia  Reggio Emilia Italy,,37.0,47.6,No,31.5,NO_MATCH,Crossref
Samuele D'Elia,Politecnico di Milano,Italy (IT),0000-0001-8309-2913,Rita Gamberini,En&amp;Tech Interdepartmental Center of the University of Modena and Reggio Emilia  Reggio Emilia Italy,,28.6,47.6,No,28.1,NO_MATCH,Crossref
Saverio Lorenzo Lefosse,Politecnico di Milano,Italy (IT),0000-0001-8923-5428,Lorenzo Rook,,,57.1,0,No,22.9,NO_MATCH,Crossref
Saverio Lorenzo Lefosse,Politecnico di Milano,Italy (IT),0000-0003-1280-5378,Saverio Bartolini-Lucenti,,,50.0,0,No,20.0,NO_MATCH,Crossref
Ana Alexandrescu,Wirtschaftsakademie Bukarest (Bucharest University of Economic Studies) - Department of Statistics and Econometrics,Romania (RO),0009-0003-8034-8778,Ana Alexandrescu ,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ana Alexandrescu,Wirtschaftsakademie Bukarest (Bucharest University of Economic Studies) - Department of Statistics and Econometrics,Romania (RO),0000-0002-3628-600X,Filip Alexandrescu,,,76.5,0,No,30.6,NO_MATCH,Crossref
Ana Alexandrescu,Wirtschaftsakademie Bukarest (Bucharest University of Economic Studies) - Department of Statistics and Econometrics,Romania (RO),0000-0003-3723-6941,Ana Vilenica,,,42.9,0,No,17.1,NO_MATCH,Crossref
Ana Alexandrescu,Wirtschaftsakademie Bukarest (Bucharest University of Economic Studies) - Department of Statistics and Econometrics,Romania (RO),0000-0002-3700-9629,Ana-Maria Stancu,,,37.5,0,No,15.0,NO_MATCH,Crossref
Ana Alexandrescu,Wirtschaftsakademie Bukarest (Bucharest University of Economic Studies) - Department of Statistics and Econometrics,Romania (RO),0000-0002-8869-8954,Ryan Powell,,,29.6,0,No,11.9,NO_MATCH,Crossref
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0000-0002-4813-4556,Claudia Diana Sabău-Popa,University of Oradea,RO,58.8,75.0,No,49.8,NO_MATCH,"ORCID, OpenAlex"
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0000-0003-1389-1597,Diana Diaconu-Popa,Grigore T. Popa University of Medicine and Pharmacy,RO,57.1,59.0,No,43.5,NO_MATCH,"ORCID, OpenAlex"
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0000-0002-0894-6226,Diana Popa,,,100.0,0,No,40.0,NO_MATCH,ORCID
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0000-0001-5329-7678,Diana Popa,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex, Crossref"
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0000-0002-2170-4440,Diana Elena Popa,,,76.9,0,No,30.8,NO_MATCH,"ORCID, OpenAlex"
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0009-0000-2370-536X,Diana-Maria Popa,,,76.9,0,No,30.8,NO_MATCH,ORCID
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0000-0001-8943-8268,Lorena-Diana Popa,,,74.1,0,No,29.6,NO_MATCH,ORCID
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0000-0001-8529-9416,Diana Mariana Popa,,,71.4,0,No,28.6,NO_MATCH,ORCID
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0000-0001-7039-3792,Diana Nicoleta Popa,,,69.0,0,No,27.6,NO_MATCH,ORCID
Diana Popa,Bucharest University of Economic Studies,Romania (RO),0000-0002-7567-5278,Diana Raluca Popa (Biba),,RO,58.8,0,No,23.5,NO_MATCH,ORCID
Ioana Birlan,Bucharest University of Economic Studies,Romania (RO),0009-0007-7097-3341,Ioana Bîrlan,Bucharest University of Economic Studies,RO,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Ioana Birlan,Bucharest University of Economic Studies,Romania (RO),0000-0002-0116-4950,Tamara Maria Nae,"Department of Economics and Economic Policy, Bucharest University of Economic Studies, 010552 Bucharest, Romania",,42.9,100.0,No,52.1,LOW_CONFIDENCE,Crossref
Ioana Birlan,Bucharest University of Economic Studies,Romania (RO),0000-0001-5047-574X,Simon Anghel,"Astronomical Institute of the Romanian Academy , 5 - Cutitul de Argint Street, 040557 Bucharest, Romania",,50.0,48.4,No,36.9,NO_MATCH,Crossref
Ioana Birlan,Bucharest University of Economic Studies,Romania (RO),0000-0001-9693-8607,Eduard Mihai Manta,,,40.0,0,No,16.0,NO_MATCH,Crossref
Ioana Birlan,Bucharest University of Economic Studies,Romania (RO),0000-0002-9847-1200,Adriana AnaMaria Davidescu,,,36.8,0,No,14.7,NO_MATCH,Crossref
Ioana Birlan,Bucharest University of Economic Studies,Romania (RO),0000-0003-4268-6277,Maria Gritsevich,,,28.6,0,No,11.4,NO_MATCH,Crossref
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0009-0000-3660-4410,Vlad Bolovăneanu,Bucharest University of Economic Studies,RO,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0009-0008-7669-6012,Alexandru-Victor Andrei,,,41.0,0,No,16.4,NO_MATCH,Crossref
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0000-0001-7685-262X,Stefan Lessmann,,,38.7,0,No,15.5,NO_MATCH,Crossref
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0009-0007-8255-4451,Andrei Theodor Ginavar,,,36.8,0,No,14.7,NO_MATCH,Crossref
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0000-0002-6686-3330,Bruno Spilak,,,35.7,0,No,14.3,NO_MATCH,Crossref
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0000-0002-5891-5495,Daniel Traian Pele,,,35.3,0,No,14.1,NO_MATCH,Crossref
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0000-0001-5600-3014,Wolfgang Karl Härdle,,,33.3,0,No,13.3,NO_MATCH,Crossref
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0000-0003-3362-8083,Rui Ren,,,26.1,0,No,10.4,NO_MATCH,Crossref
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0000-0002-8817-945X,Filip-Mihai Toma,,,25.0,0,No,10.0,NO_MATCH,Crossref
Vlad Bolovăneanu,Bucharest University of Economic Studies,Romania (RO),0000-0003-0224-6787,Min-Bin Lin,,,22.2,0,No,8.9,NO_MATCH,Crossref
Christian Suter,Zurich University of Applied Sciences (ZHAW),Switzerland (CH),0000-0003-1477-3488,Christian Suter,University of Neuchâtel,CH,100.0,69.6,No,64.3,LOW_CONFIDENCE,"ORCID, OpenAlex"
Daniel Philipp,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0002-9205-0261,Daniel Philipp,Fraunhofer Institute for Solar Energy Systems,DE,100.0,36.8,No,52.9,LOW_CONFIDENCE,"ORCID, OpenAlex"
Daniel Philipp,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0009-0005-2628-4026,Philipp Daniel Hirsch,Federal Institute For Materials Research and Testing,DE,80.0,40.5,No,46.2,NO_MATCH,OpenAlex
Daniel Philipp,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0009-0004-4535-7369,Daniel Philipp,,,100.0,0,No,40.0,NO_MATCH,ORCID
Daniel Philipp,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0003-0636-4203,Daniel Habit,"Ludwig-Maximilians-Universität München, Deutschland",,69.2,34.7,No,39.8,NO_MATCH,Crossref
Daniel Philipp,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0003-2715-2971,Daniel Hirschmann,,,58.1,0,No,23.2,NO_MATCH,Crossref
Daniel Philipp,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0002-2591-4488,Daniel Feser,,,53.8,0,No,21.5,NO_MATCH,Crossref
Daniela El-Dor,HTW Berlin,Germany (DE),0000-0001-8236-047X,Daniela Heller Pearlshtien,"Remote Sensing Laboratory, Geography Department, Porter School of Environment and Earth Science, Faculty of Exact Science, Tel Aviv University, Tel-Aviv 699780, Israel",,55.0,50.0,No,39.5,NO_MATCH,Crossref
Daniela El-Dor,HTW Berlin,Germany (DE),0000-0002-0587-8926,Stefano Pignatti,"National Research Council (CNR), Institute of Methodologies for Environmental Analysis (IMAA), 85050 Potenza, Italy",,33.3,40.0,No,27.3,NO_MATCH,Crossref
Daniela El-Dor,HTW Berlin,Germany (DE),0000-0002-7414-642X,Daniela Mazzaccaro,,,56.2,0,No,22.5,NO_MATCH,Crossref
Elda Vukaj,Berlin School of Economics and Law,Germany (DE),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Leonie Löbenberg,Berlin School of Economics and Law (HWR Berlin),Germany (DE),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Mariana Bigler,Zurich University of Applied Sciences,Switzerland (CH),0000-0002-4264-5179,Mariana Bigler,,,100.0,0,No,40.0,NO_MATCH,ORCID
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0003-3861-3796,Mariia Kovalenko,Research Institute of Agriculture of Crimea,RU,100.0,41.0,No,54.4,LOW_CONFIDENCE,"ORCID, OpenAlex"
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0001-6194-2104,Mariia Kovalenko,"Institute of Biochemistry and Biophysics, Polish Academy of Sciences",PL,100.0,40.6,No,54.2,LOW_CONFIDENCE,"ORCID, OpenAlex"
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0001-9312-5897,Mariia Kovalenko,,,100.0,0,No,40.0,NO_MATCH,ORCID
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-9777-4955,Mariia Kovalenko,,,100.0,0,No,40.0,NO_MATCH,ORCID
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0009-0009-1795-0962,Mariia Kovalenko,,,100.0,0,No,40.0,NO_MATCH,ORCID
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0009-0003-9518-2707,Mariia Kovalenko,,,100.0,0,No,40.0,NO_MATCH,ORCID
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-1513-1594,Mariia KOVALENKO,,,100.0,0,No,40.0,NO_MATCH,"ORCID, Crossref"
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0003-1830-7003,Mariia Koval,,,85.7,0,No,34.3,NO_MATCH,Crossref
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0009-0005-1223-9638,Mykyta Kovalenko,,,75.0,0,No,30.0,NO_MATCH,Crossref
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0001-6405-2035,Oleksii Kovalenko,,,72.7,0,No,29.1,NO_MATCH,Crossref
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-2041-250X,Valentin Kovalenko,,,70.6,0,No,28.2,NO_MATCH,Crossref
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-2335-5184,Mariia Kalista,,,66.7,0,No,26.7,NO_MATCH,Crossref
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0003-2882-5082,Andrii Kovalenko,,,56.2,0,No,22.5,NO_MATCH,Crossref
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-6934-9310,Oleksandr KROTEVYCH,,,45.7,0,No,18.3,NO_MATCH,Crossref
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0003-3949-6384,Aureliia KOLIESNIKOVA,,,43.2,0,No,17.3,NO_MATCH,Crossref
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0009-0009-4491-8781,Mariia Seleznova,,,37.5,0,No,15.0,NO_MATCH,Crossref
Mariia Kovalenko,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-1711-101X,Mariia Voitsekhovska,,,33.3,0,No,13.3,NO_MATCH,Crossref
Melisa Cihan,HTW Berlin,Germany (DE),0000-0001-7862-521X,Melisa Melisa,,,72.0,0,No,28.8,NO_MATCH,Crossref
Patrick Lanz,Zurich University of Applied Sciences (ZHAW),Switzerland (CH),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Polina Skok,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-1309-9674,Katarzyna Skok,"Faculty of Education, University of Bialystok, Bialystok, Poland",,56.0,59.2,No,43.1,NO_MATCH,Crossref
Polina Skok,Oles Honchar Dnipro National University,Ukraine (UA),0000-0003-2891-0295,Pavel Skok,"University Medical Centre Maribor, Slovenia",,66.7,41.0,No,41.0,NO_MATCH,Crossref
Polina Skok,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-3027-8164,Kristijan Skok,,,56.0,0,No,22.4,NO_MATCH,Crossref
Roman Kuznietsov,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-6118-9682,A. Kuznietsov,"Zaporizhia State Medical University, Ministry of Health of Ukraine, Zaporizhzhia, Ukraine",,69.0,54.1,No,46.5,NO_MATCH,Crossref
Roman Kuznietsov,Oles Honchar Dnipro National University,Ukraine (UA),0000-0002-8607-6414,Serhii Kuznietsov,"Seafarers Training Centre, Ukraine.",,72.7,37.7,No,42.3,NO_MATCH,Crossref
Roman Kuznietsov,Oles Honchar Dnipro National University,Ukraine (UA),0000-0001-9242-0835,Oleksii Kuznietsov,,,70.6,0,No,28.2,NO_MATCH,Crossref
Sophia Zhigaleva,Dnipro State Technical University,Ukraine (UA),0000-0002-5003-1089,O. N. Zhigaleva,CJSC «EKOlab»,,71.0,30.8,No,39.2,NO_MATCH,Crossref
Sophia Zhigaleva,Dnipro State Technical University,Ukraine (UA),0000-0002-4556-135X,S. G. Mardanly,JSC «EKOlab»; State educational institution of higher education of the Moscow region «State Humanitarian University of Technology» (GGTU),,20.0,69.7,No,32.4,NO_MATCH,Crossref
Sophia Zhigaleva,Dnipro State Technical University,Ukraine (UA),0000-0003-0982-3970,I. I. Ermolaev,CJSC «EKOlab»; GGTU,,26.7,31.6,No,21.7,NO_MATCH,Crossref
Sophia Zhigaleva,Dnipro State Technical University,Ukraine (UA),0000-0003-3650-2363,S. G. Mardanly,CJSC «EKOlab»; GGTU,,20.0,31.6,No,19.1,NO_MATCH,Crossref
Sophia Zhigaleva,Dnipro State Technical University,Ukraine (UA),0000-0001-6768-2251,T. Yu. Gashenko,CJSC «EKOlab»; GGTU,,19.4,31.6,No,18.8,NO_MATCH,Crossref
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0002-2067-9028,Tien Van Pham,"School of Chemical Engineering, Hanoi University of Science and Technology, Hanoi 100000, Vietnam",,73.3,56.3,No,49.1,NO_MATCH,Crossref
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0009-0001-0148-4487,Tran Xuan Anh Pham,,,91.4,0,No,36.6,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0002-4421-7813,Tran Pham Van,,VN,86.7,0,No,34.7,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0001-8322-3047,Anh Tran Tam Pham,,,82.4,0,No,32.9,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0002-5961-8134,TRAN ANH QUANG PHAM ,,,77.8,0,No,31.1,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0009-0000-5501-7369,Tran Anh Thu Pham,,,76.5,0,No,30.6,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0002-4157-7717,Van Quan Tran,,,73.3,0,No,29.3,NO_MATCH,Crossref
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0002-9935-5228,Tran Pham,,,69.2,0,No,27.7,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0009-0000-9972-3134,Tran Pham,,,69.2,0,No,27.7,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0009-0000-5879-8957,Tran Pham,,,69.2,0,No,27.7,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0009-0002-6177-159X,Tran Pham,,,69.2,0,No,27.7,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0003-1864-3461,Tran Pham,,,69.2,0,No,27.7,NO_MATCH,ORCID
Tran Van Anh Pham,Berlin School of Economics and Law (HWR Berlin),Germany (DE),0000-0003-3187-4993,Pham Ngoc Anh,,,53.3,0,No,21.3,NO_MATCH,Crossref
Federico Guido Migliore,"Università di Bologna,",Italy (IT),0000-0002-3823-3809,Igor Diemberger,"Institute of Cardiology, Department of Medical and Surgical Sciences, University of Bologna, Policlinico S.Orsola-Malpighi , via Massarenti 9 , 40138 Bologna, Italy",,47.4,86.4,No,49.2,NO_MATCH,Crossref
Federico Guido Migliore,"Università di Bologna,",Italy (IT),0000-0003-1487-0392,Domenico Corrado,"Department of Cardiac, Thoracic and Vascular Sciences, and Public Health, University of Padova , Italy",,41.0,63.6,No,38.7,NO_MATCH,Crossref
Federico Guido Migliore,"Università di Bologna,",Italy (IT),0000-0002-3578-0583,Alessandro Zorzi,"Department of Cardiac, Thoracic and Vascular Sciences, and Public Health, University of Padova , Italy",,35.9,63.6,No,36.6,NO_MATCH,Crossref
Federico Guido Migliore,"Università di Bologna,",Italy (IT),0000-0001-8574-9421,Federico Migliore,,,85.0,0,No,34.0,NO_MATCH,"ORCID, Crossref"
Kateryna Romashko,Dnipro National University,Ukraine (UA),0000-0003-0504-8794,Kateryna Romashko,Kyiv National University of Construction and Architecture,UA,100.0,84.0,No,69.4,LOW_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Kateryna Romashko,Dnipro National University,Ukraine (UA),0000-0003-3448-7489,Vasyl Romashko,National University of Water Management and Nature Recourses Use,,51.6,84.4,No,50.2,LOW_CONFIDENCE,Crossref
Kateryna Romashko,Dnipro National University,Ukraine (UA),0000-0002-0308-1753,Yulia Haraborskaya,,,34.3,0,No,13.7,NO_MATCH,Crossref
Maria Basangova,HTW Berlin,Germany (DE),0000-0002-4415-3530,Tamara G. Basangova,"Kalmyk State University, Elista, Russia",,82.4,50.0,No,50.4,LOW_CONFIDENCE,Crossref
Sami Alkhoury,Berlin School of Economics and Law,Germany (DE),0009-0005-7605-9257,Rand Alkhoury,,,76.9,0,No,30.8,NO_MATCH,Crossref
Sami Alkhoury,Berlin School of Economics and Law,Germany (DE),0000-0001-9470-4890,Fouad Alkhoury,,,74.1,0,No,29.6,NO_MATCH,Crossref
Sami Alkhoury,Berlin School of Economics and Law,Germany (DE),0000-0002-7089-3444,Racha AlKhatib,,,44.4,0,No,17.8,NO_MATCH,Crossref
Sami Alkhoury,Berlin School of Economics and Law,Germany (DE),0000-0002-2123-3781,Pascal Welke,,,24.0,0,No,9.6,NO_MATCH,Crossref
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0002-1464-438X,Yifan Qi,China University of Geosciences,CN,100.0,70.8,No,64.8,LOW_CONFIDENCE,OpenAlex
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0002-0665-2611,Yifan Qi,Nanjing Medical University,CN,100.0,60.0,No,61.0,LOW_CONFIDENCE,OpenAlex
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0001-7750-6729,Yifan Qi,He Eye Hospital,CN,100.0,50.0,No,57.5,LOW_CONFIDENCE,OpenAlex
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0002-1231-0538,Yifan Qi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0003-0280-489X,Yifan Qi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0009-0008-5740-2832,Yifan Qi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0001-9718-9230,Yifan Qi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0009-0008-8145-3613,Yifan Qi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0001-6594-9688,yifan qi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0009-0003-3809-0507,Yifan Qi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0009-0004-6839-172X,Yifan Qi,,,100.0,0,No,40.0,NO_MATCH,"ORCID, Crossref"
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0009-0003-8029-9486,yifan qi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0009-0009-7162-4201,Yifan Qi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0002-4428-7707,Ma Yifan,,,75.0,0,No,30.0,NO_MATCH,Crossref
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0009-0001-2333-5351,Qi Yong,,,66.7,0,No,26.7,NO_MATCH,Crossref
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0003-2342-2129,Qi Zhang,,,62.5,0,No,25.0,NO_MATCH,Crossref
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0003-2383-5724,Yifan Zhao,,,55.6,0,No,22.2,NO_MATCH,Crossref
Yifan Qi,The University of Edinburgh,United Kingdom (UK),0000-0003-1258-9628,Jiang Qi,,,37.5,0,No,15.0,NO_MATCH,Crossref
Nataliya Togobytska,University of Applied Sciences for Engineering and Economics  (HTW) Berlin,Germany (DE),0000-0002-9490-2368,Nataliya Togobytska,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex"
Manmeet Abrol,The Entrepreneur Studio,Ireland (IE),0000-0002-8228-8970,Dinesh Abrol,"Institute for Studies in Industrial Development and TRCSS, Jawaharlal Nehru University, New Delhi, India",,64.0,47.6,No,42.3,NO_MATCH,Crossref
Fatih Ertan,Hacettepe Universitesi,Türkiye (TR),0000-0002-9631-4607,Rukiye Ertan,ULUDAĞ ÜNİVERSİTESİ,,60.9,81.2,No,52.8,LOW_CONFIDENCE,Crossref
Fatih Ertan,Hacettepe Universitesi,Türkiye (TR),0000-0001-9141-0512,Fatih Çelik,"GAZİ ÜNİVERSİTESİ, FEN BİLİMLERİ ENSTİTÜSÜ, ENDÜSTRİ MÜHENDİSLİĞİ (DR)",,63.6,71.8,No,50.6,LOW_CONFIDENCE,Crossref
Fatih Ertan,Hacettepe Universitesi,Türkiye (TR),0000-0003-0649-2205,Ertan Güner,"GAZİ ÜNİVERSİTESİ, MÜHENDİSLİK FAKÜLTESİ, ENDÜSTRİ MÜHENDİSLİĞİ BÖLÜMÜ",,54.5,71.8,No,46.9,NO_MATCH,Crossref
Fatih Ertan,Hacettepe Universitesi,Türkiye (TR),0009-0006-1965-7039,Fatih İlter,ULUDAĞ ÜNİVERSİTESİ,,45.5,81.2,No,46.6,NO_MATCH,Crossref
Fatih Ertan,Hacettepe Universitesi,Türkiye (TR),0000-0001-5874-4895,Fatih ERTAN,,,100.0,0,No,40.0,NO_MATCH,ORCID
Fatih Ertan,Hacettepe Universitesi,Türkiye (TR),0000-0003-1526-1070,Fatih Ertan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Fatih Ertan,Hacettepe Universitesi,Türkiye (TR),0000-0003-1298-8485,Hayri ERTAN,,,72.7,0,No,29.1,NO_MATCH,Crossref
Fatih Ertan,Hacettepe Universitesi,Türkiye (TR),0000-0002-9435-7320,Fatih KOÇAK,,,45.5,0,No,18.2,NO_MATCH,Crossref
Fatih Ertan,Hacettepe Universitesi,Türkiye (TR),0000-0001-8399-7835,Salih PINAR,,,45.5,0,No,18.2,NO_MATCH,Crossref
Alireza Khoshghadam,Jönköping International business school,Sweden (SE),0000-0003-2859-1570,Alireza khoshghadam,,,100.0,0,No,40.0,NO_MATCH,ORCID
Alireza Khoshghadam,Jönköping International business school,Sweden (SE),0009-0004-4099-0317,Alireza Khoshghadam,,,100.0,0,No,40.0,NO_MATCH,ORCID
