Excel Name,Excel Affiliation,Excel Country,Candidate ORCID,API Name,API Affiliation,API Country,Name Score,Affiliation Score,Country Match,Overall Score,Recommendation,Sources
yi wang,University Of Bedfordshire,United Kingdom (UK),0000-0001-5003-336X,Yi Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
yi wang,University Of Bedfordshire,United Kingdom (UK),0000-0001-5413-4248,Yi Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
yi wang,University Of Bedfordshire,United Kingdom (UK),0000-0002-2857-6525,yi wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
yi wang,University Of Bedfordshire,United Kingdom (UK),0000-0001-8399-4511,Yi Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
yi wang,University Of Bedfordshire,United Kingdom (UK),0000-0002-4835-0988,yi wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
yi wang,University Of Bedfordshire,United Kingdom (UK),0000-0002-6930-0103,Cong-Yi Wang,"Dept of Sponsored Program Administration, Tongji Hospital, China",,42.1,47.6,No,33.5,NO_MATCH,Crossref
yi wang,University Of Bedfordshire,United Kingdom (UK),0000-0001-9042-5667,Yi Yi Wang,,,82.4,0,No,32.9,NO_MATCH,ORCID
yi wang,University Of Bedfordshire,United Kingdom (UK),0000-0002-8511-700X,Yi-yi Wang,,CN,82.4,0,No,32.9,NO_MATCH,ORCID
yi wang,University Of Bedfordshire,United Kingdom (UK),0009-0006-6357-3035,Yi yi Wang,,,82.4,0,No,32.9,NO_MATCH,ORCID
Oleg Deev,Masarykova univerzita,Czech Republic (CZ),0000-0003-0427-4159,Oleg Deev,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex, Crossref"
Oleg Deev,Masarykova univerzita,Czech Republic (CZ),0000-0002-2578-488X,Tomáš Plíhal,,,19.0,0,No,7.6,NO_MATCH,Crossref
Wolfgang Härdle,Humboldt University of Berlin,Germany (DE),0000-0001-5600-3014,Wolfgang Karl Härdle,Humboldt-Universität zu Berlin,DE,85.7,84.7,No,63.9,LOW_CONFIDENCE,"ORCID, OpenAlex, OpenAlex"
Simon Trimborn,University of Amsterdam,Netherlands (NL),0000-0003-3745-4164,Simon Trimborn,University of Amsterdam,NL,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex"
Sadettin haluk çitçi,Gebze Technical University,Türkiye (TR),0000-0002-3755-3464,Zeynep Aktaş Koral,"Department of Economics, Gebze Technical University, Gebze/Kocaeli 41400, Turkey",,36.8,100.0,No,49.7,NO_MATCH,Crossref
Sadettin haluk çitçi,Gebze Technical University,Türkiye (TR),0000-0003-1542-0174,Halit Yanıkkaya,"Department of Economics, Gebze Technical University, Gebze/Kocaeli 41400, Turkey",,34.3,100.0,No,48.7,NO_MATCH,Crossref
Sadettin haluk çitçi,Gebze Technical University,Türkiye (TR),0000-0002-7451-2979,Sadettin Haluk Çitçi,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex, Crossref"
Ronald Kleverlaan,Utrecht University - Utrecht School of Economics,Netherlands (NL),0000-0002-3670-9703,Karsten Wenzlaff,,,36.4,0,No,14.5,NO_MATCH,Crossref
Karsten Wenzlaff,Universität Hamburg,Germany (DE),0000-0002-3670-9703,Karsten Wenzlaff,University of Cambridge,GB,100.0,73.7,No,65.8,LOW_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Christian Ochs,FINcredible GmbH,Austria (AT),0000-0001-8255-1938,Christian Ochs,Institute of Molecular Biology,DE,100.0,40.0,No,54.0,LOW_CONFIDENCE,"ORCID, OpenAlex"
Eda Orhun,AMERICAN UNIVERSITY IN BULGARIA,Bulgaria (BG),0000-0001-7153-4892,Eda Orhun,Al Akhawayn University,MA,100.0,68.3,No,63.9,LOW_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Branka Hadji Misheva,Zurich University of Applied Sciences,Switzerland (CH),0000-0001-7020-3469,Branka Hadji Misheva,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex"
Marek Káčer,,,0000-0002-3544-0327,Marek Káčer,University of Leeds,GB,100.0,0,No,40.0,NO_MATCH,OpenAlex
Marek Káčer,,,0000-0001-6571-7051,Marek Káčer,Institute of State and Law of the Slovak Academy of Sciences,SK,100.0,0,No,40.0,NO_MATCH,"OpenAlex, Crossref"
Endrit Xhina,University of Tirana - Faculty of Natural Sciences,Albania (AL),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Ana Atanasova,Ss. Cyril and Methodius University in Skopje,North Macedonia (MK),0009-0004-6094-9995,Ana Atanasova,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ana Atanasova,Ss. Cyril and Methodius University in Skopje,North Macedonia (MK),0000-0001-9045-5073,Aleksandrina Atanasova,,,74.3,0,No,29.7,NO_MATCH,Crossref
Jelena Poljašević,"University of Banja Luka, Faculty of Economics",Bosnia and Herzegovina (BA),0000-0002-6891-4875,Jelena Poljašević,University of Banja Luka,BA,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Jelena Poljašević,"University of Banja Luka, Faculty of Economics",Bosnia and Herzegovina (BA),0000-0001-5566-5921,Miloš Grujić,"Independent University Banja Luka, Faculty of Economics",,27.6,96.6,No,44.9,NO_MATCH,Crossref
Andreas Theodorou,Universitat Politècnica de Catalunya,Spain (ES),0000-0001-9499-1535,Andreas Theodorou,National and Kapodistrian University of Athens,GR,100.0,53.6,No,58.8,LOW_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Andreas Theodorou,Universitat Politècnica de Catalunya,Spain (ES),0000-0003-3736-8389,Andreas Theodorou,,,100.0,0,No,40.0,NO_MATCH,ORCID
Andreas Theodorou,Universitat Politècnica de Catalunya,Spain (ES),0000-0002-4497-1656,Andreas Theodorou,,,100.0,0,No,40.0,NO_MATCH,ORCID
Andreas Theodorou,Universitat Politècnica de Catalunya,Spain (ES),0009-0008-4545-6593,Andreas Theodorou,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex"
Andreas Theodorou,Universitat Politècnica de Catalunya,Spain (ES),0000-0002-6387-3701,Andreas Theodorou,,,100.0,0,No,40.0,NO_MATCH,ORCID
Andreas Theodorou,Universitat Politècnica de Catalunya,Spain (ES),0009-0005-4917-2203,Andreas - Panayiotis Theodorou,,,72.3,0,No,28.9,NO_MATCH,ORCID
Andreas Theodorou,Universitat Politècnica de Catalunya,Spain (ES),0000-0002-4144-3057,Andreas Antoniades,,,62.9,0,No,25.1,NO_MATCH,Crossref
Andreas Theodorou,Universitat Politècnica de Catalunya,Spain (ES),0000-0002-4490-6686,Laura Sartori,,,46.7,0,No,18.7,NO_MATCH,Crossref
Andreas Theodorou,Universitat Politècnica de Catalunya,Spain (ES),0000-0002-9808-2037,Leila Methnani,,,32.3,0,No,12.9,NO_MATCH,Crossref
Saida Teleu,,,0000-0001-5143-2610,Petr Jakubik,,,34.8,0,No,13.9,NO_MATCH,Crossref
Martina Solenički,"University of Zagreb, Faculty of Economics and Business",Croatia (HR),0000-0001-6380-1700,Martina Solenički,University of Zagreb,HR,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Martina Solenički,"University of Zagreb, Faculty of Economics and Business",Croatia (HR),0000-0002-9324-181X,Gentjan Çera,"Faculty of Management and Economics, Tomas Bata University, Zlin, Czech Republic.",,34.5,54.5,No,32.9,NO_MATCH,Crossref
Martina Solenički,"University of Zagreb, Faculty of Economics and Business",Croatia (HR),0000-0001-5728-8955,Khurram Ajaz Khan,"Faculty of Management and Economics, Tomas Bata University, Zlin, Czech Republic.",,29.4,54.5,No,30.9,NO_MATCH,Crossref
Miquel Noguer i Alonso,esade,Spain (ES),0000-0002-4588-3594,Miquel Noguer Alonso,,,95.2,0,No,38.1,NO_MATCH,ORCID
Miquel Noguer i Alonso,esade,Spain (ES),0000-0002-2065-6125,Miquel Alonso Valiente,,ES,72.7,0,No,29.1,NO_MATCH,ORCID
Miquel Noguer i Alonso,esade,Spain (ES),0000-0002-0868-1168,Josep Miquel Conca Alonso,,,59.6,0,No,23.8,NO_MATCH,ORCID
Miquel Noguer i Alonso,esade,Spain (ES),0000-0001-5267-7601,Miquel  Canals,,,57.1,0,No,22.9,NO_MATCH,ORCID
Miquel Noguer i Alonso,esade,Spain (ES),0000-0001-9103-0878,MIQUEL BELTRAN,,,50.0,0,No,20.0,NO_MATCH,ORCID
Miquel Noguer i Alonso,esade,Spain (ES),0000-0001-6807-0185,Miquel Àngel Plaza-Navas,,,47.8,0,No,19.1,NO_MATCH,ORCID
Miquel Noguer i Alonso,esade,Spain (ES),0000-0002-5773-588X,Miquel Grimalt Gelabert,,,44.4,0,No,17.8,NO_MATCH,ORCID
Ana Ivanisevic Hernaus,"University of Zagreb, Faculty of Economics and Business",Croatia (HR),0000-0003-0370-5543,Ana Ivanišević Hernaus,University of Zagreb,HR,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Ana Ivanisevic Hernaus,"University of Zagreb, Faculty of Economics and Business",Croatia (HR),0000-0002-2833-9722,Ana Nadazdi,"Faculty of Civil Engineering, University of Belgrade, 11000 Belgrade, Serbia",,48.5,51.5,No,37.4,NO_MATCH,Crossref
Andrei Petroia,Academy of Economic Studies of Moldova,Moldova (MD),0000-0003-1674-0700,Andrei Petroia,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex, Crossref"
Andrea Furkova,,,0000-0002-8344-7806,Andrea Furková,Bratislava University of Economics and Business,SK,100.0,0,No,40.0,NO_MATCH,OpenAlex
Andrea Furkova,,,0000-0002-7822-7542,Katarina Furkova,"A. Getlik Clinic for Children and Adolescents SMU and UHB, Slovak Medical University in Bratislava, Bratislava, SLOVAK REPUBLIC",,46.7,0,No,18.7,NO_MATCH,Crossref
Andrea Furkova,,,0000-0002-8739-9696,Marian Vidiscak,"Department of Pediatric Surgery, Slovak Medical University in Bratislava, Bratislava, SLOVAK REPUBLIC",,41.4,0,No,16.6,NO_MATCH,Crossref
Andrea Furkova,,,0000-0001-6067-681X,Dmytro Dmytriiev,"Department of Anesthesiology and Intensive Care, National Pirogov Memorial Medical University, Vinnytsya, UKRAINE",,40.0,0,No,16.0,NO_MATCH,Crossref
Andrea Furkova,,,0000-0002-9025-9141,Oleksandr Dobrovanov,"A. Getlik Clinic for Children and Adolescents SMU and UHB, Slovak Medical University in Bratislava, Bratislava, SLOVAK REPUBLIC",,35.3,0,No,14.1,NO_MATCH,Crossref
Andrea Furkova,,,0000-0003-4870-2733,Augustin Prochotsky,"2nd Surgical Clinic of the Medical Faculty of Comenius University, Bratislava, SLOVAK REPUBLIC",,30.3,0,No,12.1,NO_MATCH,Crossref
Danial Saef,Humboldt Universität zu Berlin,Germany (DE),0000-0002-4636-4067,Danial Saef,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex, Crossref"
Danial Saef,Humboldt Universität zu Berlin,Germany (DE),0000-0001-6708-4569,Yuanrong Wang,"University College London, United Kingdom",,33.3,50.0,No,30.8,NO_MATCH,Crossref
Danial Saef,Humboldt Universität zu Berlin,Germany (DE),0000-0002-4219-0215,Tomaso Aste,"University College London, United Kingdom",,27.3,50.0,No,28.4,NO_MATCH,Crossref
Theodoros Christodoulou,Aristotle University of Thessaloniki - Theodoros Christodoulou,Greece (EL),0009-0008-9888-0814,Theodoros Goutoglou,"Neapolis University Pafos, Cyprus",,71.4,59.6,No,49.4,NO_MATCH,Crossref
Theodoros Christodoulou,Aristotle University of Thessaloniki - Theodoros Christodoulou,Greece (EL),0000-0002-3281-3327,Andri Christodoulou,"Neapolis University Pafos, Cyprus",,61.9,59.6,No,45.6,NO_MATCH,Crossref
Theodoros Christodoulou,Aristotle University of Thessaloniki - Theodoros Christodoulou,Greece (EL),0000-0002-3527-1834,Ilias Christodoulou,"Department of Medicine, University of Pittsburgh, Pittsburgh, PA 15213, USA",,71.4,45.4,No,44.5,NO_MATCH,Crossref
Theodoros Christodoulou,Aristotle University of Thessaloniki - Theodoros Christodoulou,Greece (EL),0009-0005-5904-4694,Theodoros Christodoulou,,,100.0,0,No,40.0,NO_MATCH,ORCID
Theodoros Christodoulou,Aristotle University of Thessaloniki - Theodoros Christodoulou,Greece (EL),0000-0002-6792-8298,Theodoros Karantanos,"Department of Oncology, Johns Hopkins University, Baltimore, MD 21218, USA",,60.5,43.1,No,39.3,NO_MATCH,Crossref
Theodoros Christodoulou,Aristotle University of Thessaloniki - Theodoros Christodoulou,Greece (EL),0000-0002-3549-2522,Marilena Mousoulidou,"Neapolis University Pafos, Cyprus",,37.2,59.6,No,35.8,NO_MATCH,Crossref
Theodoros Christodoulou,Aristotle University of Thessaloniki - Theodoros Christodoulou,Greece (EL),0000-0002-6372-8192,Valeri Mladenov,"Department Fundamentals of Electrical Engineering, Technical University of Sofia, 8 Kliment Ohridski Blvd., Block 12, 1000 Sofia, Bulgaria",,26.3,50.0,No,28.0,NO_MATCH,Crossref
Theodoros Christodoulou,Aristotle University of Thessaloniki - Theodoros Christodoulou,Greece (EL),0009-0006-9002-7697,Margo B. Gerke,"School of Medicine, Emory University, Atlanta, GA 30322, USA",,21.6,42.4,No,23.5,NO_MATCH,Crossref
Matthias Fengler,University of St. Gallen,Switzerland (CH),0000-0002-9862-9258,Matthias R. Fengler,University of St.Gallen,CH,91.4,97.9,No,70.8,MEDIUM_CONFIDENCE,"ORCID, OpenAlex"
Petra Palić,Catholic University of Croatia,Croatia (HR),0000-0001-5181-6657,Petra Palić,,,100.0,0,No,40.0,NO_MATCH,"OpenAlex, Crossref"
Petra Palić,Catholic University of Croatia,Croatia (HR),0000-0002-9847-6116,Davor Mikulić,"Institute of Economics, Zagreb, Croatia",,33.3,50.9,No,31.2,NO_MATCH,Crossref
Petra Palić,Catholic University of Croatia,Croatia (HR),0000-0001-5329-002X,Tanja Broz,"Department for Macroeconomics and International Economics, Institute of Economics, Zagreb, Croatia",,28.6,53.3,No,30.1,NO_MATCH,Crossref
Petra Palić,Catholic University of Croatia,Croatia (HR),0000-0002-7525-0640,Irena Palić,,,45.5,0,No,18.2,NO_MATCH,Crossref
Petra Palić,Catholic University of Croatia,Croatia (HR),0000-0002-2742-8619,Anita Čeh Časni Čeh Časni,,,27.8,0,No,11.1,NO_MATCH,Crossref
Rui Ren,University of Augsburg,Germany (DE),0009-0000-3542-2164,Rui Ren,Ningbo University,CN,100.0,74.1,No,65.9,LOW_CONFIDENCE,OpenAlex
Rui Ren,University of Augsburg,Germany (DE),0000-0003-1160-9690,Rui Ren,Renmin University of China,CN,100.0,73.2,No,65.6,LOW_CONFIDENCE,"ORCID, OpenAlex"
Rui Ren,University of Augsburg,Germany (DE),0009-0003-0947-9185,Rui Ren,Xi'an University of Architecture and Technology,CN,100.0,72.7,No,65.5,LOW_CONFIDENCE,"ORCID, OpenAlex"
Rui Ren,University of Augsburg,Germany (DE),0000-0003-3362-8083,Rui Ren,Wuhan University of Science and Technology,CN,100.0,69.8,No,64.4,LOW_CONFIDENCE,OpenAlex
Rui Ren,University of Augsburg,Germany (DE),0000-0003-2724-2053,Rui Ren,Central China Normal University,CN,100.0,62.5,No,61.9,LOW_CONFIDENCE,"ORCID, OpenAlex"
Rui Ren,University of Augsburg,Germany (DE),0009-0009-0263-879X,Rui Ren,Inner Mongolia University,CN,100.0,62.5,No,61.9,LOW_CONFIDENCE,OpenAlex
Rui Ren,University of Augsburg,Germany (DE),0000-0001-7506-8438,Rui Ren,China Construction Eighth Engineering Division (China),CN,100.0,39.0,No,53.7,LOW_CONFIDENCE,OpenAlex
Rui Ren,University of Augsburg,Germany (DE),0000-0001-7850-8750,Rui Ren,Qingdao Municipal Hospital,CN,100.0,35.9,No,52.6,LOW_CONFIDENCE,OpenAlex
Rui Ren,University of Augsburg,Germany (DE),0000-0002-3249-5138,Rui Ren,,,100.0,0,No,40.0,NO_MATCH,ORCID
Rui Ren,University of Augsburg,Germany (DE),0000-0003-2018-8066,rui ren,,,100.0,0,No,40.0,NO_MATCH,ORCID
Rui Ren,University of Augsburg,Germany (DE),0000-0002-7723-6754,Rui Ren,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex"
Rui Ren,University of Augsburg,Germany (DE),0000-0002-6536-0774,Rui Ren,,,100.0,0,No,40.0,NO_MATCH,ORCID
Rui Ren,University of Augsburg,Germany (DE),0000-0002-9954-6526,Rui Ren,,,100.0,0,No,40.0,NO_MATCH,ORCID
Rui Ren,University of Augsburg,Germany (DE),0000-0002-1671-4222,Rui Ren,,,100.0,0,No,40.0,NO_MATCH,ORCID
Rui Ren,University of Augsburg,Germany (DE),0000-0002-9800-6157,Rui  Ren,,,100.0,0,No,40.0,NO_MATCH,ORCID
Florentina Paraschiv,,,0000-0002-9791-2406,florentina paraschiv,,,100.0,0,No,40.0,NO_MATCH,ORCID
Florentina Paraschiv,,,0000-0001-5706-9947,Florentina Paraschiv,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex"
Florentina Paraschiv,,,0000-0002-2506-7004,Wei Li,,,30.8,0,No,12.3,NO_MATCH,Crossref
Luca Trapin,Alma Mater Studiorum - Universita di Bologna,Italy (IT),0000-0001-8613-0962,Luca Trapin,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex, Crossref"
Luca Trapin,Alma Mater Studiorum - Universita di Bologna,Italy (IT),0000-0002-9579-3650,Marco Bee,"Department of Economics and Management, University of Trento, via Inama 5, 38122 Trento, Italy",,20.0,45.5,No,23.9,NO_MATCH,Crossref
Luca Trapin,Alma Mater Studiorum - Universita di Bologna,Italy (IT),0000-0003-4646-2393,Giuseppe Buccheri,,,28.6,0,No,11.4,NO_MATCH,Crossref
Luca Trapin,Alma Mater Studiorum - Universita di Bologna,Italy (IT),0000-0003-4277-4605,Debbie J Dupuis,,,23.1,0,No,9.2,NO_MATCH,Crossref
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0002-9520-7527,Stephen Y. Chan,University of Pittsburgh,US,88.9,75.6,No,62.0,LOW_CONFIDENCE,OpenAlex
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0003-0985-1074,Stephen Chan,Hong Kong Polytechnic University,HK,100.0,60.5,No,61.2,LOW_CONFIDENCE,OpenAlex
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0002-8861-3922,Stephen Chan,Universidad de Londres,MX,100.0,51.2,No,57.9,LOW_CONFIDENCE,OpenAlex
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0002-2312-2137,Stephen Chan,Ted Rogers Centre for Heart Research,CA,100.0,44.1,No,55.4,LOW_CONFIDENCE,"ORCID, OpenAlex"
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0002-1410-7998,Stephen Chan,Harlem Hospital Center,US,100.0,43.2,No,55.1,LOW_CONFIDENCE,OpenAlex
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0001-8865-6618,Stephen Chan,St George's Hospital,GB,100.0,40.0,No,54.0,LOW_CONFIDENCE,"ORCID, OpenAlex"
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0002-4583-1559,Stephen Chan,Lawrence Berkeley National Laboratory,US,100.0,40.0,No,54.0,LOW_CONFIDENCE,OpenAlex
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0001-8998-5480,Stephen L. Chan,SickKids Foundation,CA,88.9,38.7,No,49.1,NO_MATCH,OpenAlex
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0001-9245-9617,Stephen Chan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0002-4813-3924,Stephen Chan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0001-9800-7187,Stephen Chan,,HK,100.0,0,No,40.0,NO_MATCH,ORCID
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0002-2218-2832,Stephen Chan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0002-8031-8347,Stephen Chan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0003-4219-9196,Stephen Chan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0009-0002-8365-8109,Stephen Chan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Stephen Chan,American University of Sharjah,United Arab Emirates (AE),0000-0001-7933-2275,Stephen Chan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Maria Elena De Giuli,Università degli Studi di Pavia,Italy (IT),0000-0002-5221-0005,Maria Elena De Giuli,University of Pavia,IT,100.0,69.0,No,64.1,LOW_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Maria Elena De Giuli,Università degli Studi di Pavia,Italy (IT),0000-0002-6885-899X,Alessandra Tanda,Department of Economics and Management Università degli Studi di Pavia  Pavia Italy,,38.9,100.0,No,50.6,LOW_CONFIDENCE,Crossref
Maria Elena De Giuli,Università degli Studi di Pavia,Italy (IT),0000-0002-4783-6855,Daniele Grechi,"DiDEC ‐ Law, Economics and Cultures Università degli Studi dell'Insubria  Como Italy",,47.1,80.6,No,47.0,NO_MATCH,Crossref
Maria Elena De Giuli,Università degli Studi di Pavia,Italy (IT),0000-0002-0215-4092,Paolo Pagnottoni,"Department of Economics and Management, University of Pavia, 27100 Pavia PV, Italy",,27.8,58.1,No,31.4,NO_MATCH,Crossref
Maria Elena De Giuli,Università degli Studi di Pavia,Italy (IT),0000-0003-0994-9151,Marina Resta,"School of Social Sciences, Department of Economics and Business Studies, University of Genova, 16126 Genova GE, Italy",,31.2,45.2,No,28.3,NO_MATCH,Crossref
Maria Elena De Giuli,Università degli Studi di Pavia,Italy (IT),0000-0003-2132-9369,Maria Valeria Giuli,,,56.4,0,No,22.6,NO_MATCH,ORCID
Maria Elena De Giuli,Università degli Studi di Pavia,Italy (IT),0000-0002-2653-8090,Maria Manuel Clementino,,PT,55.8,0,No,22.3,NO_MATCH,ORCID
Maria Elena De Giuli,Università degli Studi di Pavia,Italy (IT),0000-0002-1101-5721,MARIA ANTONIETTA SATOLLI,,,36.4,0,No,14.5,NO_MATCH,ORCID
Suela Maxhelaku (Vasil),University of Tirana,Albania (AL),0000-0002-0695-4783,Suela Maxhelaku Vasil,,,68.2,0,No,27.3,NO_MATCH,ORCID
Suela Maxhelaku (Vasil),University of Tirana,Albania (AL),0000-0003-4813-4000,Genc Burazeri,"“Schools for Health”, A Project of the Swiss Development and Cooperation (SDC) Agency , Tirana, Albania",,22.2,50.0,No,26.4,NO_MATCH,Crossref
Erika Mináriková,University of Economics in Bratislava - Faculty of Economic Informatics,Slovakia (SK),0000-0002-4230-2109,Erika Mináriková,Bratislava University of Economics and Business,SK,100.0,72.5,No,65.4,LOW_CONFIDENCE,"OpenAlex, Crossref"
Erika Mináriková,University of Economics in Bratislava - Faculty of Economic Informatics,Slovakia (SK),0000-0002-2868-0322,Miroslav Hudec,"University of Economics in Bratislava,Faculty of Economic Informatics,Bratislava,Slovakia",,46.7,97.1,No,52.7,LOW_CONFIDENCE,Crossref
Erika Mináriková,University of Economics in Bratislava - Faculty of Economic Informatics,Slovakia (SK),0000-0002-4362-6201,Miljan Vučetićc,"Vlatacom Institute of High Technology,Artificial Intelligence Department,Belgrade,Serbia",,25.8,43.1,No,25.4,NO_MATCH,Crossref
Erika Mináriková,University of Economics in Bratislava - Faculty of Economic Informatics,Slovakia (SK),0000-0001-6503-949X,Radko Mesiar,,,50.0,0,No,20.0,NO_MATCH,Crossref
Erika Mináriková,University of Economics in Bratislava - Faculty of Economic Informatics,Slovakia (SK),0000-0002-5107-7812,Marc Munar,,,46.2,0,No,18.5,NO_MATCH,Crossref
Erika Mináriková,University of Economics in Bratislava - Faculty of Economic Informatics,Slovakia (SK),0000-0001-9413-009X,Daniel Ruiz-Aguilera,,,38.9,0,No,15.6,NO_MATCH,Crossref
Erika Mináriková,University of Economics in Bratislava - Faculty of Economic Informatics,Slovakia (SK),0000-0002-6786-5194,Andreas Holzinger,,,36.4,0,No,14.5,NO_MATCH,Crossref
Erika Mináriková,University of Economics in Bratislava - Faculty of Economic Informatics,Slovakia (SK),0000-0001-8243-5013,Sebastia Massanet,,,30.3,0,No,12.1,NO_MATCH,Crossref
Armela Baka,University of Tirana,Albania (AL),0000-0001-6551-4422,Armela Tafa,"College of Engineering and Technology, American University of the Middle East, Kuwait",,81.8,80.0,No,60.7,LOW_CONFIDENCE,Crossref
Giovanni Lagioia,University of Bari Aldo Moro,Italy (IT),0000-0002-7044-602X,Giovanni Lagioia,Catholic University Our Lady of Good Counsel,AL,100.0,71.4,No,65.0,LOW_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Giovanni Lagioia,University of Bari Aldo Moro,Italy (IT),0000-0001-7083-3487,Francesca Lagioia,,,60.6,0,No,24.2,NO_MATCH,Crossref
Luka Filipovic,Univerzitet Donja Gorica Podgorica,Montenegro (ME),0000-0002-0568-6801,Luka Filipović,University of Belgrade,RS,100.0,60.5,No,61.2,LOW_CONFIDENCE,"ORCID, OpenAlex"
Luka Filipovic,Univerzitet Donja Gorica Podgorica,Montenegro (ME),0000-0002-1810-6175,Luka Filipović,Institut za savremenu istoriju,RS,100.0,40.0,No,54.0,LOW_CONFIDENCE,"OpenAlex, Crossref"
Luka Filipovic,Univerzitet Donja Gorica Podgorica,Montenegro (ME),0000-0001-8038-8946,Luka Filipovic,,ME,100.0,0,No,40.0,NO_MATCH,ORCID
Luka Filipovic,Univerzitet Donja Gorica Podgorica,Montenegro (ME),0000-0002-5025-0513,Luka Filipović,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex"
Luka Filipovic,Univerzitet Donja Gorica Podgorica,Montenegro (ME),0009-0007-5705-6450,Luka Filipovic,,,100.0,0,No,40.0,NO_MATCH,ORCID
Luka Filipovic,Univerzitet Donja Gorica Podgorica,Montenegro (ME),0000-0001-9845-2854,Luka Filipović,,,100.0,0,No,40.0,NO_MATCH,OpenAlex
Luka Filipovic,Univerzitet Donja Gorica Podgorica,Montenegro (ME),0000-0003-0515-700X,Luka Mijatovic,"Fakultet za specijalnu edukaciju i rehabilitaciju, Beograd",,42.9,39.3,No,30.9,NO_MATCH,Crossref
Luka Filipovic,Univerzitet Donja Gorica Podgorica,Montenegro (ME),0000-0003-1919-2279,Bojan Dimitrijevic,"Institute of Contemporary History, Belgrade",,31.2,42.1,No,27.2,NO_MATCH,Crossref
Luisa Anderloni,UNIVERSITA DEGLI STUDI DI MILANO,Italy (IT),0000-0003-3159-5943,Luisa Anderloni,University of Milan,IT,100.0,69.0,No,64.1,LOW_CONFIDENCE,"ORCID, OpenAlex"
Luisa Anderloni,UNIVERSITA DEGLI STUDI DI MILANO,Italy (IT),0000-0002-6885-899X,Alessandra Tanda,,,38.7,0,No,15.5,NO_MATCH,Crossref
Ken Cassar,UMNAI Ltd,Malta (MT),0000-0003-1222-5082,Ken Cassar,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ken Cassar,UMNAI Ltd,Malta (MT),0000-0002-2097-7738,Gavin Cassar,,,72.7,0,No,29.1,NO_MATCH,Crossref
Ken Cassar,UMNAI Ltd,Malta (MT),0009-0007-9075-5376,Rachael Cassar,,,66.7,0,No,26.7,NO_MATCH,Crossref
Bekir Berkcan,Artvin Coruh University,Türkiye (TR),0000-0001-8485-4377,Berkcan Çakır,Çanakkale Onsekiz Mart Üniversitesi,,53.8,66.7,No,44.9,NO_MATCH,Crossref
